FEATURE,Anatomical,Functional,Clinical,Non-Specific,Classification
inversely,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
investigates,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
investigating,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
investigation,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
investigations,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
involve,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
involved,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
involved cognitive,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
involvement,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
involves,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
involving,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
ipl,1.0,0.0,0.0,0.0,Anatomical
ips,1.0,0.0,0.0,0.0,Anatomical
ipsilateral,1.0,0.0,0.0,0.0,Anatomical
iq,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
irrelevant,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
irrespective,0.0,0.0,0.0,1.0,Non-Specific
isolate,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
isolated,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
issue,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
issues,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
item,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
items,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
iv,0.1111111111111111,0.1111111111111111,0.0,0.7777777777777778,Non-Specific
joint,0.1111111111111111,0.1111111111111111,0.0,0.7777777777777778,Non-Specific
judge,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
judged,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
judgment,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
judgment task,0.0,1.0,0.0,0.0,Functional
judgments,0.0,1.0,0.0,0.0,Functional
junction,0.3333333333333333,0.0,0.0,0.6666666666666666,Non-Specific
junction tpj,1.0,0.0,0.0,0.0,Anatomical
just,0.0,0.0,0.0,1.0,Non-Specific
key,0.0,0.0,0.0,1.0,Non-Specific
key role,0.0,0.0,0.0,1.0,Non-Specific
kinds,0.0,0.0,0.0,1.0,Non-Specific
know,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
knowledge,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
known,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
known involved,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
labeling,0.0,0.0,0.0,1.0,Non-Specific
laboratory,0.0,0.0,0.0,1.0,Non-Specific
lack,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
lacking,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
language,0.0,1.0,0.0,0.0,Functional
language comprehension,0.0,1.0,0.0,0.0,Functional
language network,0.3333333333333333,0.5555555555555556,0.0,0.1111111111111111,Functional
languages,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
large,0.0,0.0,0.0,1.0,Non-Specific
large scale,0.0,0.0,0.0,1.0,Non-Specific
largely,0.0,0.0,0.0,1.0,Non-Specific
largely unknown,0.0,0.0,0.0,1.0,Non-Specific
larger,0.0,0.0,0.0,1.0,Non-Specific
late,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
latencies,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
latency,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
later,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
lateral,0.7777777777777778,0.0,0.0,0.2222222222222222,Anatomical
lateral frontal,1.0,0.0,0.0,0.0,Anatomical
lateral medial,1.0,0.0,0.0,0.0,Anatomical
lateral occipital,1.0,0.0,0.0,0.0,Anatomical
lateral orbitofrontal,1.0,0.0,0.0,0.0,Anatomical
lateral parietal,1.0,0.0,0.0,0.0,Anatomical
lateral prefrontal,1.0,0.0,0.0,0.0,Anatomical
lateral temporal,1.0,0.0,0.0,0.0,Anatomical
laterality,0.3333333333333333,0.0,0.0,0.6666666666666666,Non-Specific
lateralization,0.3333333333333333,0.0,0.0,0.6666666666666666,Non-Specific
lateralized,0.3333333333333333,0.0,0.0,0.6666666666666666,Non-Specific
lead,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
leading,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
leads,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
learn,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
learned,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
learning,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
learning task,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
led,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
length,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
lesion,0.0,0.0,0.8888888888888888,0.1111111111111111,Clinical
lesions,0.0,0.0,0.8888888888888888,0.1111111111111111,Clinical
lesser,0.0,0.0,0.0,1.0,Non-Specific
letter,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
letters,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
level,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
level bold,0.1111111111111111,0.1111111111111111,0.0,0.7777777777777778,Non-Specific
level signal,0.1111111111111111,0.0,0.0,0.8888888888888888,Non-Specific
levels,0.0,0.1111111111111111,0.0,0.7777777777777778,Non-Specific
lexical,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
lexical decision,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
life,0.0,0.0,0.1111111111111111,0.8888888888888888,Non-Specific
light,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
like,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
likelihood,0.0,0.0,0.0,1.0,Non-Specific
likely,0.0,0.0,0.0,1.0,Non-Specific
limb,0.1111111111111111,0.6666666666666666,0.0,0.2222222222222222,Functional
limbic,0.7777777777777778,0.1111111111111111,0.0,0.1111111111111111,Anatomical
limitations,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
limited,0.0,0.0,0.0,1.0,Non-Specific
line,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
linear,0.0,0.0,0.0,1.0,Non-Specific
linear model,0.0,0.0,0.0,1.0,Non-Specific
linearly,0.0,0.0,0.0,1.0,Non-Specific
lingual,0.3333333333333333,0.4444444444444444,0.0,0.2222222222222222,Functional
lingual gyrus,1.0,0.0,0.0,0.0,Anatomical
linguistic,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
link,0.0,0.0,0.0,1.0,Non-Specific
linked,0.0,0.0,0.0,1.0,Non-Specific
linking,0.0,0.0,0.0,1.0,Non-Specific
links,0.0,0.0,0.0,1.0,Non-Specific
list,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
listened,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
listeners,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
listening,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
literature,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
little,0.0,0.0,0.0,1.0,Non-Specific
little known,0.0,0.0,0.0,1.0,Non-Specific
load,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
lobe,0.7777777777777778,0.0,0.0,0.2222222222222222,Anatomical
lobe mtl,1.0,0.0,0.0,0.0,Anatomical
lobes,0.7777777777777778,0.0,0.0,0.2222222222222222,Anatomical
lobule,0.7777777777777778,0.0,0.0,0.2222222222222222,Anatomical
lobule ipl,1.0,0.0,0.0,0.0,Anatomical
lobules,0.7777777777777778,0.0,0.0,0.2222222222222222,Anatomical
local,0.2222222222222222,0.0,0.0,0.7777777777777778,Non-Specific
localization,0.0,0.0,0.0,1.0,Non-Specific
localize,0.0,0.0,0.0,1.0,Non-Specific
localized,0.1111111111111111,0.0,0.0,0.8888888888888888,Non-Specific
located,0.0,0.0,0.0,1.0,Non-Specific
location,0.0,0.0,0.0,1.0,Non-Specific
locations,0.1111111111111111,0.0,0.0,0.8888888888888888,Non-Specific
locus,0.2222222222222222,0.0,0.0,0.7777777777777778,Non-Specific
long,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
long term,0.0,0.4444444444444444,0.1111111111111111,0.4444444444444444,Functional
longer,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
longitudinal,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,Non-Specific
loop,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
loss,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
losses,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
low,0.0,0.0,0.0,1.0,Non-Specific
low frequency,0.1111111111111111,0.1111111111111111,0.0,0.7777777777777778,Non-Specific
low high,0.1111111111111111,0.1111111111111111,0.0,0.7777777777777778,Non-Specific
low level,0.1111111111111111,0.1111111111111111,0.0,0.7777777777777778,Non-Specific
lower,0.0,0.0,0.0,1.0,Non-Specific
m1,0.8888888888888888,0.0,0.0,0.1111111111111111,Anatomical
machine,0.0,0.0,0.0,1.0,Non-Specific
magnetic,0.0,0.0,0.0,1.0,Non-Specific
magnetic resonance,0.0,0.0,0.0,1.0,Non-Specific
magnetic stimulation,0.0,0.0,0.0,1.0,Non-Specific
magnetoencephalography,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
magnitude,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
main,0.0,0.0,0.0,1.0,Non-Specific
main effect,0.0,0.0,0.0,1.0,Non-Specific
mainly,0.0,0.0,0.0,1.0,Non-Specific
maintain,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
maintained,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
maintaining,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
maintenance,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
major,0.0,0.0,0.2222222222222222,0.7777777777777778,Non-Specific
major depression,0.0,0.0,1.0,0.0,Clinical
major depressive,0.0,0.0,1.0,0.0,Clinical
majority,0.0,0.0,0.0,1.0,Non-Specific
make,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
making,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
male,0.0,0.0,0.5555555555555556,0.4444444444444444,Clinical
male female,0.0,0.0,0.5555555555555556,0.4444444444444444,Clinical
males,0.0,0.0,0.5555555555555556,0.4444444444444444,Clinical
manifest,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
manipulated,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
manipulating,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
manipulation,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
manipulations,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
manner,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
manual,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
map,0.0,0.0,0.0,1.0,Non-Specific
mapp,0.0,0.0,0.0,1.0,Non-Specific
mapped,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
mapping,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
maps,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
marked,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
marker,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
markers,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
masked,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
mass,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
match,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
matching,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
matching task,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
material,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
materials,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
matrix,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
matter,0.1111111111111111,0.0,0.0,0.8888888888888888,Non-Specific
matter gm,0.6666666666666666,0.0,0.0,0.3333333333333333,Anatomical
matter volume,0.4444444444444444,0.0,0.0,0.5555555555555556,Non-Specific
matter volumes,0.4444444444444444,0.0,0.0,0.5555555555555556,Non-Specific
maturation,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
maximal,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
maximum,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
mci,0.0,0.0,0.8888888888888888,0.1111111111111111,Clinical
mdd,0.0,0.0,0.8888888888888888,0.1111111111111111,Clinical
mean,0.0,0.0,0.0,1.0,Non-Specific
mean age,0.0,0.0,0.2222222222222222,0.7777777777777778,Non-Specific
meaning,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
meaningful,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
means,0.0,0.0,0.0,1.0,Non-Specific
measure,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
measurement,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
measurements,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
measures,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
measuring,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
mechanism,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
mechanisms,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
mechanisms involved,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
mechanisms underlying,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
medial,0.7777777777777778,0.0,0.0,0.2222222222222222,Anatomical
medial frontal,1.0,0.0,0.0,0.0,Anatomical
medial lateral,1.0,0.0,0.0,0.0,Anatomical
medial orbitofrontal,1.0,0.0,0.0,0.0,Anatomical
medial prefrontal,1.0,0.0,0.0,0.0,Anatomical
medial superior,1.0,0.0,0.0,0.0,Anatomical
medial temporal,1.0,0.0,0.0,0.0,Anatomical
median,0.1111111111111111,0.0,0.0,0.8888888888888888,Non-Specific
mediate,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
mediated,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
mediates,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
mediating,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
medication,0.0,0.0,0.8888888888888888,0.1111111111111111,Clinical
meg,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
memories,0.0,1.0,0.0,0.0,Functional
memory,0.0,1.0,0.0,0.0,Functional
memory encoding,0.0,1.0,0.0,0.0,Functional
memory load,0.0,1.0,0.0,0.0,Functional
memory performance,0.0,1.0,0.0,0.0,Functional
memory processes,0.0,1.0,0.0,0.0,Functional
memory retrieval,0.0,1.0,0.0,0.0,Functional
memory task,0.0,1.0,0.0,0.0,Functional
memory tasks,0.0,1.0,0.0,0.0,Functional
memory wm,0.0,1.0,0.0,0.0,Functional
men,0.0,0.0,0.5555555555555556,0.4444444444444444,Clinical
men women,0.0,0.0,0.5555555555555556,0.4444444444444444,Clinical
mental,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
mental imagery,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
mental state,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
mental states,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
mentalizing,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
mesial,0.5555555555555556,0.0,0.0,0.4444444444444444,Anatomical
mesolimbic,0.8888888888888888,0.0,0.0,0.1111111111111111,Anatomical
met,0.0,0.0,0.1111111111111111,0.8888888888888888,Non-Specific
metabolic,0.1111111111111111,0.3333333333333333,0.0,0.5555555555555556,Non-Specific
metabolism,0.1111111111111111,0.4444444444444444,0.0,0.4444444444444444,Functional
method,0.0,0.0,0.0,1.0,Non-Specific
methodological,0.0,0.0,0.0,1.0,Non-Specific
methodology,0.0,0.0,0.0,1.0,Non-Specific
methodology principal,0.0,0.0,0.0,1.0,Non-Specific
methods,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
methods functional,0.0,0.0,0.0,1.0,Non-Specific
mfg,1.0,0.0,0.0,0.0,Anatomical
mg,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
mid,0.2222222222222222,0.1111111111111111,0.0,0.6666666666666666,Non-Specific
midbrain,1.0,0.0,0.0,0.0,Anatomical
middle,0.2222222222222222,0.0,0.0,0.7777777777777778,Non-Specific
middle cingulate,1.0,0.0,0.0,0.0,Anatomical
middle frontal,1.0,0.0,0.0,0.0,Anatomical
middle inferior,1.0,0.0,0.0,0.0,Anatomical
middle occipital,1.0,0.0,0.0,0.0,Anatomical
middle superior,1.0,0.0,0.0,0.0,Anatomical
middle temporal,1.0,0.0,0.0,0.0,Anatomical
midline,0.8888888888888888,0.0,0.0,0.1111111111111111,Anatomical
mild,0.0,0.1111111111111111,0.2222222222222222,0.6666666666666666,Non-Specific
mild cognitive,0.0,0.3333333333333333,0.6666666666666666,0.0,Clinical
min,0.0,0.0,0.0,1.0,Non-Specific
mind,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
mind tom,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
minimal,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
mirror,0.1111111111111111,0.5555555555555556,0.0,0.3333333333333333,Functional
mirror neuron,0.2222222222222222,0.5555555555555556,0.0,0.2222222222222222,Functional
mixed,0.0,0.0,0.0,1.0,Non-Specific
mm,0.0,0.0,0.0,1.0,Non-Specific
mnemonic,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
modal,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
modalities,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
modality,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
mode,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
mode network,0.1111111111111111,0.2222222222222222,0.0,0.6666666666666666,Non-Specific
model,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
modeling,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
models,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
moderate,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
modified,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
modulate,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
modulated,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
modulates,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
modulating,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
modulation,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
modulations,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
modulatory,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
monetary,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
monetary reward,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
money,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
monitor,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
monitored,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
monitoring,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
monkey,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,Non-Specific
monkeys,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,Non-Specific
months,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
mood,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
moral,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
morphological,0.5555555555555556,0.0,0.0,0.4444444444444444,Anatomical
morphology,0.5555555555555556,0.0,0.0,0.4444444444444444,Anatomical
morphometry,0.4444444444444444,0.0,0.0,0.5555555555555556,Non-Specific
morphometry vbm,0.4444444444444444,0.0,0.0,0.5555555555555556,Non-Specific
motion,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
motivation,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
motivational,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
motor,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
motor control,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
motor cortex,0.8888888888888888,0.1111111111111111,0.0,0.0,Anatomical
motor imagery,0.0,1.0,0.0,0.0,Functional
motor network,0.4444444444444444,0.4444444444444444,0.0,0.1111111111111111,Anatomical
motor performance,0.0,1.0,0.0,0.0,Functional
motor pre,0.5555555555555556,0.2222222222222222,0.0,0.2222222222222222,Anatomical
motor premotor,0.7777777777777778,0.2222222222222222,0.0,0.0,Anatomical
motor response,0.0,1.0,0.0,0.0,Functional
motor responses,0.0,1.0,0.0,0.0,Functional
motor sma,0.8888888888888888,0.1111111111111111,0.0,0.0,Anatomical
motor task,0.0,1.0,0.0,0.0,Functional
movement,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
movements,0.0,1.0,0.0,0.0,Functional
moving,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
mpfc,1.0,0.0,0.0,0.0,Anatomical
mr,0.0,0.0,0.0,1.0,Non-Specific
ms,0.0,0.0,0.4444444444444444,0.5555555555555556,Non-Specific
mt,0.4444444444444444,0.0,0.0,0.5555555555555556,Non-Specific
mtg,1.0,0.0,0.0,0.0,Anatomical
mtl,1.0,0.0,0.0,0.0,Anatomical
multi,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
multimodal,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
multiple,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,Non-Specific
multiple sclerosis,0.0,0.0,1.0,0.0,Clinical
multisensory,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
multivariate,0.0,0.0,0.0,1.0,Non-Specific
multivariate pattern,0.0,0.0,0.0,1.0,Non-Specific
muscle,0.2222222222222222,0.5555555555555556,0.0,0.2222222222222222,Functional
music,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
musical,0.0,0.6666666666666666,0.0,0.2222222222222222,Functional
musicians,0.0,0.5555555555555556,0.1111111111111111,0.3333333333333333,Functional
naive,0.0,0.2222222222222222,0.2222222222222222,0.5555555555555556,Non-Specific
names,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
naming,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
native,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
natural,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
naturalistic,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
nature,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
navigation,0.0,1.0,0.0,0.0,Functional
near,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
necessary,0.0,0.0,0.0,1.0,Non-Specific
need,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
needed,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
needs,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
negative,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
negative affect,0.0,1.0,0.0,0.0,Functional
negative correlation,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
negative emotional,0.0,1.0,0.0,0.0,Functional
negative neutral,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
negative positive,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
negatively,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
negatively correlated,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
negativity,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
neocortical,0.6666666666666666,0.0,0.0,0.3333333333333333,Anatomical
nerve,0.3333333333333333,0.1111111111111111,0.0,0.5555555555555556,Non-Specific
nervous,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
network,0.1111111111111111,0.0,0.0,0.8888888888888888,Non-Specific
network connectivity,0.2222222222222222,0.1111111111111111,0.0,0.6666666666666666,Non-Specific
network dmn,0.3333333333333333,0.5555555555555556,0.0,0.1111111111111111,Functional
network involved,0.1111111111111111,0.0,0.0,0.8888888888888888,Non-Specific
networks,0.2222222222222222,0.0,0.0,0.7777777777777778,Non-Specific
networks involved,0.1111111111111111,0.0,0.0,0.8888888888888888,Non-Specific
neuro,0.1111111111111111,0.0,0.0,0.8888888888888888,Non-Specific
neuroanatomical,0.5555555555555556,0.0,0.0,0.4444444444444444,Anatomical
neuroanatomy,0.5555555555555556,0.0,0.0,0.4444444444444444,Anatomical
neurobiological,0.1111111111111111,0.0,0.0,0.8888888888888888,Non-Specific
neurobiology,0.1111111111111111,0.0,0.0,0.8888888888888888,Non-Specific
neurocognitive,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
neurodegenerative,0.0,0.0,1.0,0.0,Clinical
neurodevelopmental,0.0,0.1111111111111111,0.5555555555555556,0.3333333333333333,Clinical
neurofunctional,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
neurological,0.1111111111111111,0.0,0.2222222222222222,0.6666666666666666,Non-Specific
neuron,0.3333333333333333,0.0,0.0,0.6666666666666666,Non-Specific
neuronal,0.3333333333333333,0.0,0.0,0.6666666666666666,Non-Specific
neurons,0.3333333333333333,0.0,0.0,0.6666666666666666,Non-Specific
neurophysiological,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.5555555555555556,Non-Specific
neuropsychiatric,0.0,0.1111111111111111,0.7777777777777778,0.1111111111111111,Clinical
neuropsychological,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,Clinical
neuroscience,0.0,0.0,0.0,1.0,Non-Specific
neutral,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
neutral faces,0.0,1.0,0.0,0.0,Functional
neutral pictures,0.0,1.0,0.0,0.0,Functional
neutral stimuli,0.0,1.0,0.0,0.0,Functional
new,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
newly,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
nineteen,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
nociceptive,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
node,0.1111111111111111,0.0,0.0,0.8888888888888888,Non-Specific
nodes,0.1111111111111111,0.0,0.0,0.8888888888888888,Non-Specific
nogo,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
noise,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
non,0.0,0.0,0.0,1.0,Non-Specific
normal,0.0,0.0,0.4444444444444444,0.5555555555555556,Non-Specific
normal controls,0.0,0.0,0.5555555555555556,0.4444444444444444,Clinical
normalization,0.1111111111111111,0.1111111111111111,0.0,0.7777777777777778,Non-Specific
normalized,0.0,0.0,0.0,1.0,Non-Specific
normally,0.0,0.0,0.0,1.0,Non-Specific
notably,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
noted,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
notion,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
noun,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
nouns,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
novel,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
